killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
P92,Proballer06,19,388146.2,292868.6,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,336,Rexarood,7,387759.1,292448
S12K,iHumbleD,25,556995.1,128769.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,121,Scout_117,28,556636.1,128633.8
SKS,G_Falc,19,397885.5,276831.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,106,LeonLZH,26,397422.4,276949.8
Down and Out,FANYUUU,4,443183.9,485537.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,947,FutureBOI,12,445579.3,490947.5
Bluezone,,,,,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,847,braydenk92,29,0,0
Kar98k,TRUMP_IS_SNOKE,1,525524.1,583939.9,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1624,Dashleesi,5,536513.4,585100.6
Kar98k,Haohao6,4,440997.2,556143.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1350,stoushriver,7,437507.9,563979.9
Down and Out,TRUMP_IS_SNOKE,1,515187.3,573655.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1852,hatpacket,2,515381.2,571767.7
M416,SUMMERFATHER,3,556467.4,128640.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,79,WildBunni,28,556388.4,128832.9
S1897,Exia77,7,394894.3,286056.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,344,Henotrome,19,394905.1,286435.8
Down and Out,Haohao6,4,442961.9,553811.6,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1349,SuccubusSenpai,7,438128.5,563192.9
UMP9,Vortex_Logix,8,373180.7,352129.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,393,Wombat-,15,372906.9,351879.8
Vector,Scout_117,28,556437.2,129047.1,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,90,SUMMERFATHER,3,556386.6,128887.6
Punch,Mohulis,27,201470.9,289990,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,136,OLv1,11,201566.7,289961.6
SKS,G_Falc,19,392300.9,277380.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,130,LiebesIeid,26,392241.5,278735.6
SKS,JWickster3,5,540991.3,584469.2,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1416,Paradise69,6,535550.6,578848.9
Punch,Exia77,7,392464.5,280611.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,120,LsD3viL,26,392539.2,280610.6
Down and Out,FKAMC,16,373904.2,401895.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,532,MissEin,17,373867.5,404300.4
M416,ididoda,19,384867.8,291761.2,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,210,HestiaSama,26,374225.9,290995.1
M416,Silentknight360,1,521887.1,577895,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1777,HideInBeach,3,515604.1,570467.1
Down and Out,pcdelight,9,360844.2,577553.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1024,beeziemans,8,377565.5,579906.4
UMP9,beeziemans,8,375384.5,397529.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,632,FKAMC,16,373054.6,398540.2
Down and Out,CosmicDragon,8,374487.3,400130.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,632,xxxhy,16,373595.3,398137.3
M416,realsuperfriend,18,379372.3,126312.1,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,342,Smalleagle1010,20,381634.1,129498
SCAR-L,SuccubusSenpai,7,388481.6,278393,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,181,Contestant3993,24,388628.3,278718.9
M416,ididoda,19,385917.4,292649.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,185,larizzle69,4,386148.6,292467.2
Down and Out,Silentknight360,1,521899.8,577913.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1777,Dr_dawa,3,516249.9,570377.8
Down and Out,Vortex_Logix,8,345414.3,558904.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1016,NMHplayer,10,341957.1,556011.7
Kar98k,TRUMP_IS_SNOKE,1,521723.5,579453.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1703,hzytctctc,3,528364.4,565534.9
M416,hatpacket,2,370187.9,591059.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1154,CosmicDragon,8,357236.3,573718.6
Down and Out,ididoda,19,393286.2,296258.1,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,209,JIAYUHAN,4,386937.7,297632.7
Kar98k,FANYUUU,4,358915.2,312875,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,548,Exia77,7,361850.1,302506.2
M416,TallPaleCasper,2,499194.6,572874.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1598,FANYUUU,4,482691.2,570079.6
Mini 14,TallPaleCasper,2,502147.9,574241.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1654,Haohao6,4,499011.1,579605.8
SCAR-L,Haohao6,4,442747.3,486434.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,947,Beefcaike,12,445225.1,490994.4
M416,hatpacket,2,370811.2,585610.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1071,CuRiOSTyyyyyy,9,368661.2,585873.9
UMP9,Alpha_P,2,366652.5,588711.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1050,pcdelight,9,367272.7,585231.3
Down and Out,ShortChange,21,561023.6,129456,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,211,iHumbleD,25,560702.6,131513
UMP9,hatpacket,2,367002.6,584457.2,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,865,ShujiTheCarry,9,366848.9,584221
SKS,Vortex_Logix,8,345182.6,558974.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1008,OldBroKiss,10,342545.2,555183.2
S686,beeziemans,8,373387.3,353193.6,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,417,Firemelon117,15,373454.3,353109.3
Kar98k,PandaRain0110,11,215257.4,275638.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,722,Jaketones,12,227845.2,278221.4
Down and Out,Jaketones,12,232365.2,265578.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,691,Purrrrrrrrp,11,226010.2,278237.8
S12K,BigRedOneHoohaa,25,555541.7,134416,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,83,KillerRock37G,28,555222.8,133674.2
SKS,krazy_xd,5,549675.6,577054.9,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1374,lrjecooooo,6,535593.9,577074.1
M16A4,CosmicDragon,8,345529.1,558596.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1017,chuyingqifei,10,342090.1,554410.1
Motorbike,PandaRain0110,11,340010.3,536043,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1009,VG_FxF,11,340011.3,536041.1
S1897,CosmicDragon,8,420226.9,327708.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,112,FactE,29,420137.2,328230.2
Micro UZI,ShortChange,21,560805.2,129815.1,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,211,xkillion,25,559602.4,129383.9
Bluezone,TRUMP_IS_SNOKE,1,525430.2,583710.6,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1620,JWickster3,5,537294.9,585470.7
S12K,FKAMC,16,372337,403673.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,532,Banished_PanDa,17,372549.5,404346.7
Grenade,Haohao6,4,371596.2,293853.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,644,JazzyXD,15,368567.8,291368.9
M416,Levy2k6,22,392603.3,287142.9,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,243,RODMEISTER36,24,392881.6,287279.1
SKS,JWickster3,5,541133.1,583495.1,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1421,Finn4114461,6,535113.3,576418.1
M416,iamtheanomaly,18,379752.6,122343.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,332,bigeagle1010,20,381638.1,130615.6
M16A4,FKAMC,16,372762.4,403385.6,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,429,XxxSleezyxxX,17,0,0
Down and Out,chuyingqifei,10,166464.3,276743,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,130,Killa_marcie,23,167556.6,277549.8
Down and Out,iamtheanomaly,18,378423.9,122849.7,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,298,GeGeJBDA,20,376914.3,128712.4
Bluezone,,,,,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,846,REDSHADOWHAWK69,29,0,0
Down and Out,CosmicDragon,8,373938.8,398097.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,632,williamshinidie,16,373357.3,398199.3
M416,lil2fast2crash,22,397769.9,285244.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,161,tabi,24,395253.2,285949.5
Down and Out,ShortChange,21,560950.8,128101.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,211,BigRedOneHoohaa,25,560075.1,131134.6
AKM,TRUMP_IS_SNOKE,1,518825.2,572780.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1852,TallPaleCasper,2,515586.5,571224.9
Down and Out,Alpha_P,2,370808.2,589764.9,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1154,Vortex_Logix,8,352877.9,568808.2
Down and Out,CosmicDragon,8,345594.6,558678.2,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1016,fish1990,10,343153.8,555878.1
SKS,krazy_xd,5,546445.9,575366.8,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1394,TutuShen,6,534869.4,576365
M16A4,hzytctctc,3,575857.1,125608.3,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,140,Pendetta,21,577291.7,124993.6
S1897,RODMEISTER36,24,392450.2,286913.4,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,231,TokenBlackGuy84,22,392572.6,286906.1
Motorbike,PandaRain0110,11,340010.3,536043,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,1009,PandaRain0110,11,340010.3,536043
Down and Out,ididoda,19,387338.1,292132.5,ERANGEL,2U4GBNA0YmnFQnfcWqyvMVZhdGWNXfTfs4JI8dtljeqjfs1SUKTYffkuKKpfM8Yx,243,AMoistMuskrat,24,391822.8,292287.7
SCAR-L,AlohaLi,5,434933,326473.1,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1516,markmayne504,8,457218.5,312563.1
SCAR-L,McdieselSauce,2,423680.9,327418.3,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1900,K-1BranKO,3,423853.2,327027.9
P92,Renickulus17,3,188386.8,228206.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,178,Shakes1,20,188380.1,228333.8
Down and Out,Bigdogall247,3,450106.6,301246.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1522,Deltapwn,8,457239.3,312741.5
SKS,KevCoz,1,422789.8,324720.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1634,Rogue_Omega,6,420852.8,355047.6
Down and Out,KevCoz,1,418502.6,324739.6,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1737,Jimijangles,2,416308.8,325644.9
Bluezone,,,,,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,886,crabby22,27,0,0
Kar98k,McdieselSauce,2,413794.7,347971.5,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1633,SargentSlaughtr,6,418666.1,353616.4
Down and Out,Bl_IGHT,11,638786.7,272940.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,790,Maitro,16,643700.2,277772.1
SCAR-L,kevinsb,1,419739.4,323399.1,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1979,McdieselSauce,2,421100.3,323769.2
M16A4,mimishy,14,391752.2,288085.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,492,Kenny-98,21,392087.2,287712.7
M16A4,Bigdogall247,3,172020.8,221480,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,513,Stillmagicman,20,171671.1,223103.2
UMP9,McdieselSauce,2,208662.8,373358.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,440,Feral_Pony,18,207561.6,367780.9
AWM,Boy_xiao5,5,479450.1,297031.6,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1236,Bl_IGHT,11,485822.9,297343.3
Bluezone,KevCoz,1,419686.2,323771.7,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1975,JizzleSwaggins,2,422997.8,322104.3
Micro UZI,GunPowder1,22,198678,274165.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,282,WreckedMech,25,198136.4,273715.7
SKS,Ackong1784,1,157519.6,280890.7,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,341,Yo0oN,17,161783.1,290170.3
P18C,Bigdogall247,3,147632.5,215295.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,362,Surjan,20,147707.8,215180.9
Down and Out,JizzleSwaggins,2,213698.2,392943.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,333,DuanShou666,26,198120.3,388864.9
UMP9,YoonBba,17,173583.1,307476.6,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,103,Kain_IV,27,173572.5,307008.1
M416,LumiAva,17,162223.7,295458,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,613,kamael-_-,4,167128.8,294763.2
M416,aithara,22,196333.4,275595.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,155,TaraHolener,25,197896.2,280328.3
AKM,KevCoz,1,420997,324064.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1522,Drakeanator,8,460219.1,318278.8
Bluezone,,,,,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,842,KyngCross,27,0,0
M16A4,Zhongfenyana,26,481580,322575.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,964,yubaobaosuck,12,482416.1,325369.5
AKM,Bl_IGHT,11,641323.7,274512.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,404,Ulquiorra01,16,642877.8,272654.3
Mini 14,Jimijangles,2,202142,383766.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,333,BBB52,26,203985.2,373389.9
Down and Out,mimishy,14,390553.1,287832.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,492,KennethBe,21,391960.1,287595.3
M16A4,Lddsama,1,171997.8,294012.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,657,LumiAva,17,167121.9,294770.7
SCAR-L,WreckedMech,25,198796.7,273919.5,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,260,aithara,22,198516,274208.6
M16A4,Dova-Ducii,21,391775.7,286114.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,356,luck_wolf,14,392969.2,286067.3
SCAR-L,BussySmasher,11,629569.6,378345.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,217,Zkmemorey,11,629456.2,378410.3
M416,ljsecret,26,729333.5,436456,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,509,mahmoud-muslim,26,0,0
M16A4,GT_Habit,9,355701.8,410120,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,225,yangxiancheng,23,355699.2,410454
Down and Out,BussySmasher,11,638892.6,268805.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,405,RedentorKane,16,643118.4,268065.1
SCAR-L,K-1BranKO,3,424077.6,325428.1,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1735,Lddsama,,425398.9,326373.3
Mini 14,Maitro,16,643091.3,276000,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,597,BussySmasher,11,639683,272041.3
AKM,lilssgvert,12,434819.2,325780.9,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,453,INFAM0USK3VIN,19,430063.9,325014.2
SKS,KevCoz,1,161152.8,282572,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,335,ruidie999,25,158844.3,289290.9
Down and Out,Lddsama,1,175945,280587.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,485,GunPowder1,22,177929.7,280517.8
M16A4,mimishy,14,390931.7,283899.7,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,399,SpotTheKiller,21,391586,287712.3
SCAR-L,LSZ123,4,136879.4,301922.6,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,94,sabereaglex,27,136613.4,301901.7
SCAR-L,Seansfather,5,434814.6,326601.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1519,WhatAnApe,8,457420.9,312869.9
AKM,Bl_IGHT,11,636607.9,274238,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,790,Spartan09,16,636830.1,273728.4
SKS,KevCoz,1,170287.1,287680.3,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,572,YoonBba,17,169749.3,287439.4
M416,Spartan09,16,636741.1,273619.7,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,744,WizBix,11,636160.4,274014.3
M416,Turbo_Porsche,7,424938.4,368812.4,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1501,Nikki44,6,434077.3,367944.5
M16A4,Lddsama,1,173896.9,290165.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,585,mrshimmy,17,167866.9,289819.6
M416,Bigdogall247,3,423856.3,319982,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1858,xiaonanguapi,4,424510.9,324379.4
AKM,KevCoz,1,423994.8,324543.2,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,1947,Bigdogall247,3,424573.6,323547.4
Down and Out,K-1BranKO,3,169238,223861.8,ERANGEL,2U4GBNA0Ymm0QQr2LG4yX4SvqkMSgV6wTsML88KXpOOHf64pZPIBOdYKg_uBvClT,513,rickyDRIZZLE,20,170541.9,224054.3
