killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
DP-28,Hentai1tzy,5,446058.9,290429,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,933,KangMaLiu,11,446582.9,290879.7
Drown,,,,,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,164,YZHCSDWG,2,0,0
Down and Out,,,,,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1761,ARbb1114,,433164.2,102857.2
AKM,MrHeB1n,24,170784.1,628451.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,125,xuxiaoer668,25,179157.5,627655.9
P92,daniuzi668,25,174361.1,623722.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,110,Skyshijue,22,176791.2,627077.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1323,sogajj,8,363208.9,180955.2
M16A4,JY-SAK,14,172287,604967.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,287,liuao-1,23,171792.1,607998.9
M16A4,Ycerlei,14,172031.5,609944.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,257,Mourn_log,25,171472.4,613455.8
Uaz,Hentai1tzy,5,446263.8,283278.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1038,FFR-Mave,10,447190.7,280708.4
P1911,Kaniken,28,622250.6,375432.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,192,JDDTTO,13,621561.5,375627.3
Falling,,,,,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1322,#unknown,8,361069.6,182426.8
SCAR-L,HellBack99,15,423101.7,327353.7,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,167,WEZWSS,17,423558.3,327549.8
AKM,Phantom222,14,172109.2,616774.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,229,daniuzi668,25,175515.5,617846.4
Tommy Gun,NICKLOVEFREYA,2,436318.6,637934,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,252,VictorerCCC,26,436083.6,637962.7
S12K,13983292772,5,467988.7,644078.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,259,rzypxl666,19,467716.2,644136.3
M16A4,AK47AT,13,526996.1,317394.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,846,ShenTaMiao1,,533017.7,311775.4
M416,#unknown,19,430996.6,628839.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,227,Madlife00-1,26,431068,629038.4
DP-28,Hentai1tzy,5,468502.9,639809.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,296,wuaiwei1989,19,468104.2,639595.6
P1911,Kaniken,28,622250.6,375432.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,190,ShineJula,13,621602,375475.7
M16A4,catOf007,1,460325.6,559043.5,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,447,#unknown,19,459511.9,557931.6
P1911,A389179260,18,672386.1,462218.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,339,MatildaMark,21,673427.8,460288.4
Hit by Car,FFR-Mave,10,346521.1,323956,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,655,#unknown,10,346653.8,323853
M416,Princess0,7,154314.2,403457.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1586,Tamanskiy,6,155457.6,403254.2
SKS,NT_13052,9,449932.9,620432.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,539,cute2tap,32,456241.7,615911.2
SCAR-L,zmx12138,5,166829.5,337918.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1576,Shinng,10,166819.9,337862.1
Down and Out,JMJ93,16,469227.9,411690.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,617,erabiegenzhebaba,29,466949.1,413311.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1638,CHIRIC,6,158890,399261.1
M16A4,CziBin,8,249667.2,485829.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,567,SteNine,30,251121.7,484919.2
Mini 14,zmx12138,5,325622.1,393450.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1127,TheLegendof1990,17,325568.2,393213.7
SCAR-L,SuMing_,7,234055.3,452778.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1281,soyeon618,16,233397.5,451563.3
M16A4,sunnywy66,12,197517.8,396733.5,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1501,Hznxingxing,4,194531.8,391833.7
Down and Out,Yumeiyiren,1,168227.5,378738.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1615,Kinny86x,8,181640.4,386543.6
Micro UZI,HenriqueToral,23,454045.8,473867.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,765,135fengxue,18,454491.8,470183.6
Down and Out,Demin1,20,339828.2,539583.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,641,MIngysss,27,337974.3,536743.8
M16A4,Adamfaker,18,448798.6,469806.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,891,huoxinqaq,22,452826.6,469647.1
SCAR-L,Xerpy,26,364551.9,417234,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,366,takecat,41,364321.4,417008.3
Punch,binjingwater,43,270542.8,561519.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,97,HYM-yiming,48,270433.8,561505.1
S1897,petermingwei,37,325873.7,527301.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,427,WHales1,33,325093.8,527404.8
M416,MMPbby,1,184830.1,370004.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1931,ddmmua,2,187707.5,365778.8
S12K,sunnywy66,12,404527.8,404178.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,728,RejectedKid,26,403881,403888.4
M416,ddmmua,2,187211,365639,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1870,kutata,3,189179.7,375884.8
AKM,pangouS,5,327643.9,395655.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1181,gannixuemabi,17,338097.8,397136.9
Down and Out,sunnywy66,12,404018.9,406809,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,728,Xerpy,26,403095.3,404689.2
Down and Out,Demin1,20,333180,529323.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,936,Jeremy_Jroc,21,328960.8,526861.3
S1897,Kinny86x,8,246328.4,483956.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,544,Krisses,30,247704.5,484112.1
Down and Out,Adamfaker,18,450458.8,465763.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,866,OverdaNNNL,23,453949.6,468471.9
Punch,CHSDUHUIJ,28,630141.3,479194.7,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,129,DouYU1452391MY,47,630217.9,479172.3
M16A4,Adamfaker,18,450389.5,466997.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,866,HenriqueToral,23,453715.8,469386.6
M416,Princess0,7,727792.9,443909.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,441,Foolsd,31,727079.9,445507.9
Mini 14,YXZZ112,4,173502.6,384475.7,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1704,Yumeiyiren,,170740.2,378665.8
M16A4,Demin1,20,326435.1,526672.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,501,Ricardosuo,33,324047,532087.3
M416,MMPbby,1,165690.5,379375.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1530,XCZVCX,11,158133.5,401348.4
Down and Out,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1629,Princess0,7,159337,399940.1
AKM,KHUANGGG,2,445671.2,411695.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,808,behindyou12,25,447905.5,416448.8
S12K,erabiegenzhebaba,29,568788.4,388111,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,200,Freestyle-I,42,569101.1,388348.2
Down and Out,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,891,4shoxxx,22,450531.5,470237.5
M416,Fucker-U1,9,336518.8,528228.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1122,WENLINMEIMEI,19,337669.5,527980
M16A4,Demin1,20,338309.3,538253.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,649,KDGLL,27,337589.1,537532.7
Mini 14,MMPbby,1,376984.6,455402,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1128,Adamfaker,18,359267.2,448994.2
AKM,SuMing_,7,730044.1,447235.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,555,RainbowSunflower,31,730979,448015.4
M16A4,RejectedKid,26,364498.6,416642.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,365,BANGBANGCCK,41,364493.2,416415
SCAR-L,CHIRIC,6,158813,397020.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1629,SuMing_,7,159216.8,400128.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1326,2454468341,42,0,0
Down and Out,ddmmua,2,191766.8,356369.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1596,NT_13052,9,190591.2,356624.2
Down and Out,Fakerluccccccc,34,408998.9,478514.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,452,egsr,36,413872.5,479768.1
Tommy Gun,kutata,3,182750,380970.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1798,YXZZ112,4,182347.8,381068.6
M16A4,sunnywy66,12,439096.6,426876.5,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,423,nimamashiji,38,439183.6,427200.6
SCAR-L,WENLINMEIMEI,19,338047.8,524847.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,938,Demin1,20,329590.4,526196.1
AKM,XCZVCX,11,192803.8,589146.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,383,VOOOODOOO,39,188306.5,595143.3
Bluezone,kutata,3,0,0,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1885,KHUANGGG,2,186414.7,374858.5
Grenade,Fakerluccccccc,34,414919.2,480328.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,489,Fakerluccccccc,34,414919.2,480328.3
Tommy Gun,VOOOODOOO,39,176112.6,619009,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,190,Kamto-,45,0,0
SKS,NT_13052,9,327330.8,545512.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,923,ZYXZZQ,20,335203.4,530150.4
P92,egsr,36,414948.4,480775.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,256,OMG-nmp,34,415029.4,480502.6
S12K,Drt003,44,182434.7,519038,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,155,YeRaN520,13,182425.3,518896.5
M416,MMPbby,1,171382.3,376615.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1615,CziBin,8,186743.5,378654.8
SCAR-L,SuMing_,7,232085.4,453604.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1292,JMJ93,16,229054.5,452610
Falling,Princess0,7,157870.7,405595.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1468,wssPang,11,155663,404177.4
UMP9,wssPang,11,186179.1,591123.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,422,CR7777777DDD,39,188376,595107.2
Kar98k,XCZVCX,11,191221.1,447167.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1356,kznur,13,189041.6,428580.5
P1911,2454468341,42,279579.9,568408.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,301,binjingwater,43,279276.8,568145.3
Mini 14,YXZZ112,4,192730.8,396782.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1503,sunnywy66,12,197089.7,397002
Down and Out,WuZhuoLin0,35,448328.7,616664.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,430,tdltap2,32,448343.3,617227.9
M16A4,Yumeiyiren,1,556596.6,465473.7,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,390,nightfallZZ,40,556299.1,464918.1
M16A4,Adamfaker,18,534195.7,489279.5,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,628,CHSDUHUIJ,28,534628.2,491881.1
Machete,Xerpy,26,403322.3,404612.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,724,Dencil,12,403845.3,403964.6
M16A4,Demin1,20,329592.7,526260.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,936,ase110,21,329843.5,526754.2
Mini 14,JMJ93,16,386143.7,456285.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,845,Nongmingbaba,24,384600.8,456232.2
Grenade,dengdayeye,14,177111.4,343553.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1329,dengdayeye,14,177111.4,343553.1
M16A4,kznur,13,182153.1,523446.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,205,Drt003,44,184096.5,518435.5
M416,Shinng,10,169848.2,339712.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1317,lcerbi,14,176940.9,343538.9
M416,MMPbby,1,171287.1,376988.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1633,cyotfsl,3,189418.3,384006.9
Down and Out,NT_13052,9,447595.6,621007.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,144,ActorLSH,46,446791.2,620933.2
M16A4,kznur,13,181970.2,518791.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,296,liyixuan0806,44,182256.1,519489.1
AKM,ddmmua,2,190957.4,356865.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1596,Fucker-U1,9,190734.3,356736.6
Down and Out,Yumeiyiren,1,552445.4,471691.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,604,3525445,25,516453.3,440480.8
Bluezone,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1772,zmx12138,5,175029.8,375357.4
UMP9,SUMMERxuemei,29,565657,382841.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,364,Meneg13,42,565370.8,383230.8
Down and Out,zmx12138,5,166533.8,337882.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1576,Bin_DD,10,167988.1,337967.2
Mini 14,JMJ93,16,468417.2,412347.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,617,SUMMERxuemei,29,468420.9,411978.2
S1897,binjingwater,43,279092.5,567693.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,275,131415z,42,278936.7,567795.8
Punch,binjingwater,43,270453.7,561430.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,106,YG0853,48,270432.8,561507.4
M416,NT_13052,9,448431.2,620941.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,144,KroneShot,46,447533.6,621037.2
Bluezone,,,,,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,1772,pangouS,5,173500.2,377067.5
S12K,WHales1,33,325391.2,527511.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,423,ne1234,37,325659.3,527328.4
S12K,Dencil,12,438205,423628.8,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,423,zds728089,38,438366.8,423568.8
Tommy Gun,CR7777777DDD,39,171441.9,608084.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,260,XcShen,45,0,0
Down and Out,JMJ93,16,386143.7,456285.9,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,845,yanjingbaba88,24,383400.9,456388.5
SCAR-L,Fakerluccccccc,34,412679.2,474661.6,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,452,shin_iidx,36,413960.3,480848.3
AKM,131415z,42,279800.9,567756.2,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,251,ranjingq,43,280723.2,567174
M16A4,Demin1,20,326565.4,525509.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,451,petermingwei,37,326287.2,525913.8
Micro UZI,3525445,25,548880.6,455866.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,226,shuishui000,40,549595.9,455561.8
Down and Out,CHSDUHUIJ,28,629862.8,479150.7,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,129,wasdwasd520,47,629886.3,479073.6
Down and Out,Adamfaker,18,533617.9,489448.3,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,628,sougousou,28,535548.6,490826.8
SKS,cute2tap,32,449152.6,611274.4,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,370,WuZhuoLin0,35,448601.3,617202.6
SKS,NT_13052,9,445756,629752.1,ERANGEL,2U4GBNA0YmnUtyfCCi18s-_6Z60QpGsrqDPZmcDvUAuhoLR3JShWLZvSfP3J0eBV,477,tjz000,35,437372.1,623684.8
S686,ceedy,6,738249.8,428689.6,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,338,Fossil818,19,737984.9,428468.4
AKM,waffletiger,2,363715.7,632358.7,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,1501,ceedy,6,364267.9,631047.8
Drown,,,,,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,168,Nutrico,28,0,0
UMP9,Capanga09,15,428358.8,641818.3,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,143,Lockrush,28,427553.7,641357.9
S686,Heinz_,6,737799.7,430670.7,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,273,Ackamonkey,19,737386.3,430889.1
S1897,KindaLitty,14,333430.6,547979.1,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,861,lwnshark,13,333240.6,548287.6
Drown,,,,,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,168,Dokusei,28,0,0
Down and Out,wuzhangyiqaz,1,365137.1,650825.1,ERANGEL,2U4GBNA0YmkwbiEXorfLZHuFyloDRb-gMulyJww2kBJ5Hm_waGSbExZhF1Dgu6Tf,1800,IRatherEatBeef,2,363547,650555.9
